date,max_temp_C,min_temp_C,rain_mm
1853-01-01,8.4,2.7,62.8
1853-02-01,3.2,-1.8,29.3
1853-03-01,7.7,-0.6,25.9
1853-04-01,12.6,4.5,60.1
1853-05-01,16.8,6.1,59.5
1853-06-01,20.1,10.7,82.0
1853-07-01,21.2,12.2,86.2
1853-08-01,20.2,10.8,72.3
1853-09-01,17.3,8.4,51.3
1853-10-01,13.9,7.4,102.3
1853-11-01,8.7,2.3,49.6
1853-12-01,3.7,-1.3,10.7
1854-01-01,6.7,1.5,54.5
1854-02-01,8.0,0.6,22.6
1854-03-01,11.2,2.2,10.6
1854-04-01,15.0,3.5,19.9
1854-05-01,16.2,5.7,82.1
1854-06-01,18.6,9.7,45.2
1854-07-01,21.7,11.6,37.2
1854-08-01,20.9,10.7,45.4
1854-09-01,20.2,8.4,11.4
1854-10-01,13.9,5.6,57.7
1854-11-01,8.2,2.0,32.4
1854-12-01,8.3,2.1,30.7
1855-01-01,4.4,-0.4,6.9
1855-02-01,1.7,-4.5,33.7
1855-03-01,7.7,0.1,56.0
1855-04-01,13.0,2.7,10.6
1855-05-01,15.0,4.9,45.1
1855-06-01,19.4,9.3,60.0
1855-07-01,22.8,13.4,129.3
1855-08-01,21.7,12.2,42.6
1855-09-01,19.0,10.4,59.7
1855-10-01,14.0,8.2,143.1
1855-11-01,7.9,3.4,25.2
1855-12-01,5.7,-0.1,28.1
1856-01-01,6.8,2.0,74.7
1856-02-01,8.2,3.0,33.4
1856-03-01,7.9,0.6,23.9
1856-04-01,12.9,4.1,64.9
1856-05-01,14.0,5.7,110.1
1856-06-01,20.2,9.5,64.8
1856-07-01,22.2,11.3,15.8
1856-08-01,22.7,12.5,81.8
1856-09-01,16.8,8.5,80.3
1856-10-01,13.9,6.9,60.3
1856-11-01,8.1,2.3,24.2
1856-12-01,7.3,1.4,52.0
1857-01-01,5.1,-0.6,80.7
1857-02-01,7.6,0.4,8.2
1857-03-01,9.1,1.8,39.2
1857-04-01,11.9,3.7,51.3
1857-05-01,16.5,6.3,30.3
1857-06-01,22.0,10.6,77.0
1857-07-01,22.0,12.7,80.5
1857-08-01,22.8,13.2,93.5
1857-09-01,19.0,11.2,99.0
1857-10-01,14.6,7.8,116.3
1857-11-01,10.2,4.5,42.6
1857-12-01,9.6,4.5,16.8
1858-01-01,6.4,-0.1,17.3
1858-02-01,4.7,-1.2,45.0
1858-03-01,9.4,1.1,20.4
1858-04-01,13.1,4.0,90.1
1858-05-01,15.9,6.2,59.5
1858-06-01,23.6,11.9,40.4
1858-07-01,20.8,10.6,58.3
1858-08-01,21.4,11.3,36.4
1858-09-01,19.5,11.2,63.4
1858-10-01,13.4,6.9,50.4
1858-11-01,7.4,0.8,17.9
1858-12-01,7.2,2.4,54.5
1859-01-01,7.5,1.8,20.8
1859-02-01,9.4,2.7,43.1
1859-03-01,11.2,4.7,38.2
1859-04-01,12.3,3.5,63.9
1859-05-01,16.6,6.7,47.3
1859-06-01,20.7,11.1,57.4
1859-07-01,25.1,13.7,71.2
1859-08-01,21.8,12.5,97.2
1859-09-01,17.4,9.4,89.8
1859-10-01,13.7,6.6,76.3
1859-11-01,8.5,1.5,52.8
1859-12-01,5.0,-1.1,46.6
1860-01-01,6.8,0.8,82.8
1860-02-01,5.2,-1.6,32.6
1860-03-01,8.4,1.9,48.4
1860-04-01,10.6,1.7,14.8
1860-05-01,17.0,7.7,70.9
1860-06-01,17.0,9.5,129.8
1860-07-01,19.3,10.3,60.8
1860-08-01,17.9,10.9,96.7
1860-09-01,15.6,7.0,64.0
1860-10-01,13.4,7.3,39.9
1860-11-01,7.4,2.1,82.1
1860-12-01,4.4,0.0,66.6
1861-01-01,3.8,-0.7,16.8
1861-02-01,7.9,3.1,48.0
1861-03-01,10.1,3.4,43.1
1861-04-01,11.8,3.0,17.7
1861-05-01,16.1,6.5,34.9
1861-06-01,20.0,11.2,79.9
1861-07-01,19.7,12.0,130.8
1861-08-01,21.6,12.7,15.1
1861-09-01,17.9,9.9,49.6
1861-10-01,16.2,9.5,40.8
1861-11-01,8.4,1.6,78.4
1861-12-01,7.0,1.5,41.9
1862-01-01,6.6,2.2,62.2
1862-02-01,7.3,3.4,7.3
1862-03-01,9.4,3.9,138.9
1862-04-01,12.9,6.2,57.6
1862-05-01,17.6,9.2,95.5
1862-06-01,18.1,9.6,56.8
1862-07-01,19.9,10.6,44.8
1862-08-01,20.0,10.5,44.7
1862-09-01,18.2,9.9,55.1
1862-10-01,14.5,7.6,73.1
1862-11-01,6.7,0.4,25.3
1862-12-01,9.2,3.8,36.0
1863-01-01,7.7,2.5,82.1
1863-02-01,9.1,2.7,17.1
1863-03-01,10.8,1.9,17.3
1863-04-01,14.2,4.7,35.5
1863-05-01,16.4,6.0,23.2
1863-06-01,19.3,9.6,86.6
1863-07-01,21.8,9.5,17.0
1863-08-01,21.2,11.9,67.1
1863-09-01,15.8,7.6,70.3
1863-10-01,14.1,7.0,75.5
1863-11-01,10.3,4.6,51.1
1863-12-01,9.1,3.3,27.7
1864-01-01,4.8,-0.2,25.0
1864-02-01,5.5,0.0,36.9
1864-03-01,9.6,1.4,62.7
1864-04-01,14.2,4.3,41.4
1864-05-01,18.2,7.9,54.8
1864-06-01,19.8,9.8,25.6
1864-07-01,22.8,10.3,12.0
1864-08-01,21.0,8.8,19.8
1864-09-01,18.3,9.4,74.9
1864-10-01,13.6,6.8,39.8
1864-11-01,8.9,2.0,59.4
1864-12-01,5.6,1.3,9.5
1865-01-01,4.7,-0.9,78.1
1865-02-01,5.0,0.2,52.9
1865-03-01,6.0,-0.2,24.9
1865-04-01,17.2,5.4,23.3
1865-05-01,18.4,8.1,55.8
1865-06-01,21.9,10.8,89.1
1865-07-01,22.3,12.5,71.1
1865-08-01,20.0,10.8,79.0
1865-09-01,22.3,10.9,4.7
1865-10-01,14.6,6.1,137.7
1865-11-01,10.3,4.0,65.7
1865-12-01,8.4,3.4,49.8
1866-01-01,8.6,3.4,73.1
1866-02-01,7.9,1.3,73.2
1866-03-01,8.4,1.8,42.7
1866-04-01,13.6,4.7,52.2
1866-05-01,15.7,4.8,42.6
1866-06-01,21.9,11.1,81.7
1866-07-01,21.7,11.2,50.4
1866-08-01,19.8,11.3,75.1
1866-09-01,17.0,10.3,145.4
1866-10-01,14.2,8.0,53.4
1866-11-01,10.7,3.7,38.8
1866-12-01,9.2,3.3,51.6
1867-01-01,4.6,-1.1,65.8
1867-02-01,10.1,4.4,39.3
1867-03-01,6.0,0.5,73.4
1867-04-01,14.0,6.6,66.1
1867-05-01,16.8,6.8,63.9
1867-06-01,20.0,9.6,49.1
1867-07-01,20.3,10.5,99.7
1867-08-01,21.5,11.8,60.8
1867-09-01,18.4,9.6,41.6
1867-10-01,13.5,6.3,72.5
1867-11-01,8.4,1.6,24.4
1867-12-01,6.2,0.1,35.7
1868-01-01,5.9,1.7,87.2
1868-02-01,9.8,3.3,42.3
1868-03-01,11.1,2.9,38.7
1868-04-01,14.1,4.6,39.7
1868-05-01,20.4,7.8,14.9
1868-06-01,23.6,9.4,23.6
1868-07-01,25.8,12.7,47.5
1868-08-01,22.1,12.5,85.8
1868-09-01,19.7,9.4,101.3
1868-10-01,12.7,5.0,57.0
1868-11-01,7.9,2.6,30.7
1868-12-01,10.4,5.2,105.3
1869-01-01,8.2,3.0,96.3
1869-02-01,10.5,5.1,55.2
1869-03-01,7.1,1.1,33.1
1869-04-01,16.0,6.0,29.8
1869-05-01,15.5,6.5,75.9
1869-06-01,18.9,8.8,36.2
1869-07-01,24.1,12.4,27.0
1869-08-01,21.5,10.7,33.6
1869-09-01,19.0,11.3,112.1
1869-10-01,13.9,6.1,28.1
1869-11-01,10.0,3.2,61.3
1869-12-01,5.6,1.0,87.5
1870-01-01,5.9,1.3,30.2
1870-02-01,5.1,0.8,48.7
1870-03-01,8.3,1.5,42.6
1870-04-01,15.6,3.7,13.5
1870-05-01,18.0,6.3,26.3
1870-06-01,22.3,11.2,17.3
1870-07-01,24.9,13.0,22.6
1870-08-01,21.4,10.6,59.8
1870-09-01,18.3,8.2,33.8
1870-10-01,14.1,6.7,74.6
1870-11-01,8.3,2.1,29.6
1870-12-01,3.2,-2.3,50.9
1871-01-01,2.7,-1.2,28.2
1871-02-01,9.0,3.8,25.1
1871-03-01,11.9,3.2,24.3
1871-04-01,13.8,5.3,67.1
1871-05-01,17.0,5.8,11.0
1871-06-01,17.5,9.0,81.3
1871-07-01,21.1,11.9,96.3
1871-08-01,23.8,12.0,13.0
1871-09-01,17.9,9.6,118.8
1871-10-01,14.1,6.0,30.4
1871-11-01,6.4,0.2,18.4
1871-12-01,6.0,0.9,27.4
1872-01-01,7.9,2.6,103.7
1872-02-01,10.1,4.7,38.6
1872-03-01,11.2,3.6,49.1
1872-04-01,13.9,4.5,48.0
1872-05-01,15.2,5.9,65.2
1872-06-01,20.4,10.2,74.1
1872-07-01,23.7,12.9,75.9
1872-08-01,21.0,11.3,30.1
1872-09-01,18.3,10.0,25.5
1872-10-01,12.6,5.2,74.4
1872-11-01,10.1,4.6,80.8
1872-12-01,7.9,3.5,96.9
1873-01-01,7.8,3.2,56.3
1873-02-01,4.2,-0.1,40.9
1873-03-01,9.7,2.2,60.1
1873-04-01,12.8,3.9,12.2
1873-05-01,16.1,5.4,59.3
1873-06-01,20.0,10.3,70.7
1873-07-01,22.6,11.8,57.3
1873-08-01,21.6,12.6,66.8
1873-09-01,16.9,7.8,45.9
1873-10-01,12.9,4.7,68.6
1873-11-01,9.6,3.8,43.7
1873-12-01,7.3,2.1,12.3
1874-01-01,8.6,3.0,58.8
1874-02-01,7.1,1.0,43.2
1874-03-01,11.0,3.1,15.8
1874-04-01,15.7,5.4,32.5
1874-05-01,15.7,6.0,39.7
1874-06-01,20.4,9.0,17.6
1874-07-01,25.3,11.8,12.8
1874-08-01,21.2,11.2,45.9
1874-09-01,18.6,10.4,85.7
1874-10-01,14.7,7.8,80.0
1874-11-01,8.7,2.5,64.6
1874-12-01,3.5,-2.3,46.8
1875-01-01,9.3,4.9,90.4
1875-02-01,4.5,-0.4,37.3
1875-03-01,8.6,2.4,28.5
1875-04-01,13.4,3.5,37.6
1875-05-01,18.3,7.8,45.1
1875-06-01,20.6,10.5,75.8
1875-07-01,19.9,11.1,119.2
1875-08-01,21.9,12.8,45.9
1875-09-01,20.1,11.4,51.9
1875-10-01,12.6,6.4,192.9
1875-11-01,8.4,3.6,97.2
1875-12-01,6.2,2.4,22.5
1876-01-01,5.5,0.6,43.9
1876-02-01,8.1,3.0,72.8
1876-03-01,8.6,1.9,87.4
1876-04-01,13.0,4.8,73.3
1876-05-01,15.4,4.7,20.4
1876-06-01,20.8,10.0,52.8
1876-07-01,24.5,13.1,21.8
1876-08-01,23.8,11.9,68.3
1876-09-01,17.4,9.8,148.6
1876-10-01,14.8,8.8,25.9
1876-11-01,9.7,4.1,83.2
1876-12-01,8.8,4.9,130.2
1877-01-01,9.3,3.2,118.5
1877-02-01,9.4,4.0,39.9
1877-03-01,9.0,2.2,50.5
1877-04-01,12.1,4.3,55.0
1877-05-01,14.5,5.5,58.4
1877-06-01,22.2,10.5,25.5
1877-07-01,21.1,11.1,85.4
1877-08-01,20.5,11.9,87.3
1877-09-01,15.9,7.6,63.5
1877-10-01,13.7,5.2,43.1
1877-11-01,10.8,4.3,98.2
1877-12-01,7.8,2.3,44.6
1878-01-01,7.5,2.6,44.3
1878-02-01,8.8,4.2,34.2
1878-03-01,9.5,2.2,19.5
1878-04-01,14.1,5.5,58.4
1878-05-01,17.7,8.4,126.7
1878-06-01,21.1,11.1,49.0
1878-07-01,22.2,12.6,29.1
1878-08-01,21.7,13.1,130.7
1878-09-01,18.1,9.4,34.4
1878-10-01,14.1,7.4,54.1
1878-11-01,6.6,2.6,58.1
1878-12-01,3.1,-2.0,38.6
1879-01-01,1.6,-2.8,76.5
1879-02-01,6.0,1.1,84.6
1879-03-01,8.6,1.1,22.3
1879-04-01,9.5,2.4,62.1
1879-05-01,12.9,5.2,57.6
1879-06-01,17.0,10.2,110.7
1879-07-01,17.5,11.4,86.8
1879-08-01,18.7,11.8,128.7
1879-09-01,16.6,9.5,73.6
1879-10-01,12.2,6.0,18.6
1879-11-01,6.7,0.9,17.4
1879-12-01,3.7,-3.2,18.7
1880-01-01,3.0,-2.5,11.1
1880-02-01,9.0,2.4,60.9
1880-03-01,11.7,2.5,35.3
1880-04-01,12.2,4.7,48.7
1880-05-01,15.9,6.4,21.1
1880-06-01,17.9,10.0,87.6
1880-07-01,19.7,12.2,155.1
1880-08-01,20.5,13.2,12.7
1880-09-01,19.8,11.5,88.6
1880-10-01,12.2,4.9,133.5
1880-11-01,9.8,3.1,47.8
1880-12-01,9.3,3.6,75.7
1881-01-01,1.8,-4.0,31.9
1881-02-01,6.3,1.5,70.2
1881-03-01,10.3,2.1,37.7
1881-04-01,12.9,3.1,19.9
1881-05-01,17.7,6.9,31.9
1881-06-01,19.2,10.3,48.0
1881-07-01,22.7,12.5,63.7
1881-08-01,19.2,10.8,118.2
1881-09-01,17.6,9.5,35.5
1881-10-01,11.9,4.2,42.8
1881-11-01,12.5,6.9,82.0
1881-12-01,7.1,2.1,75.5
1882-01-01,7.7,2.8,28.4
1882-02-01,9.2,3.5,38.8
1882-03-01,12.6,4.0,28.2
1882-04-01,13.7,5.1,99.7
1882-05-01,17.4,7.3,47.0
1882-06-01,17.5,9.7,83.8
1882-07-01,20.0,11.9,82.2
1882-08-01,19.9,11.5,33.8
1882-09-01,17.3,8.3,51.4
1882-10-01,13.6,7.2,147.9
1882-11-01,9.6,3.5,84.8
1882-12-01,7.2,2.5,80.3
1883-01-01,8.2,3.3,57.8
1883-02-01,9.9,4.0,95.1
1883-03-01,7.2,-1.2,24.0
1883-04-01,14.0,4.5,25.7
1883-05-01,16.2,7.1,47.9
1883-06-01,19.6,10.1,91.7
1883-07-01,18.8,11.2,87.9
1883-08-01,21.0,11.8,18.7
1883-09-01,17.5,10.4,98.4
1883-10-01,13.8,7.4,48.2
1883-11-01,10.3,3.3,79.4
1883-12-01,7.3,2.7,11.4
1884-01-01,9.5,5.1,55.7
1884-02-01,8.9,3.1,32.2
1884-03-01,10.9,3.0,39.3
1884-04-01,11.7,3.1,40.2
1884-05-01,17.6,6.6,19.4
1884-06-01,19.5,9.9,54.6
1884-07-01,21.5,12.4,57.5
1884-08-01,23.9,12.0,38.7
1884-09-01,19.7,10.9,31.2
1884-10-01,13.7,6.1,19.4
1884-11-01,8.8,2.6,41.4
1884-12-01,7.3,2.9,51.3
1885-01-01,5.0,0.9,49.4
1885-02-01,9.8,3.8,73.3
1885-03-01,9.4,1.2,29.8
1885-04-01,13.0,3.6,45.0
1885-05-01,13.7,5.3,53.5
1885-06-01,19.8,9.8,39.9
1885-07-01,22.7,11.9,3.1
1885-08-01,18.9,9.9,41.7
1885-09-01,17.1,8.6,111.9
1885-10-01,11.2,4.8,98.4
1885-11-01,8.4,4.0,91.0
1885-12-01,6.4,1.3,24.8
1886-01-01,4.6,-0.5,97.6
1886-02-01,3.3,-1.1,19.9
1886-03-01,7.8,1.5,41.8
1886-04-01,12.9,3.8,59.0
1886-05-01,15.7,7.0,122.3
1886-06-01,18.6,9.5,33.6
1886-07-01,21.8,12.0,93.5
1886-08-01,21.2,12.0,39.7
1886-09-01,19.0,10.3,49.7
1886-10-01,15.1,8.7,88.1
1886-11-01,9.5,3.8,64.3
1886-12-01,5.5,-0.3,120.8
1887-01-01,4.7,-0.5,65.3
1887-02-01,7.5,0.5,15.2
1887-03-01,7.3,-0.1,45.7
1887-04-01,11.6,1.9,29.1
1887-05-01,14.4,6.1,49.9
1887-06-01,21.6,10.2,32.8
1887-07-01,24.0,12.4,18.0
1887-08-01,22.2,10.5,40.5
1887-09-01,16.3,8.1,61.2
1887-10-01,11.5,3.5,53.7
1887-11-01,7.8,2.2,46.0
1887-12-01,5.7,0.3,35.3
1888-01-01,5.6,0.7,19.8
1888-02-01,4.1,-0.7,71.7
1888-03-01,6.9,0.9,77.6
1888-04-01,10.4,3.0,39.5
1888-05-01,16.3,6.3,39.4
1888-06-01,18.3,9.6,77.0
1888-07-01,18.0,10.9,119.6
1888-08-01,19.0,10.5,47.6
1888-09-01,17.6,8.8,33.0
1888-10-01,13.0,3.7,19.5
1888-11-01,10.5,6.0,114.8
1888-12-01,7.6,2.5,56.8
1889-01-01,5.1,-0.1,16.1
1889-02-01,5.8,-0.4,47.7
1889-03-01,9.0,1.4,50.4
1889-04-01,10.9,3.8,79.0
1889-05-01,17.3,8.9,87.4
1889-06-01,20.6,10.9,50.5
1889-07-01,20.0,11.3,72.4
1889-08-01,19.6,10.8,60.7
1889-09-01,17.5,9.1,45.2
1889-10-01,12.8,5.4,62.5
1889-11-01,9.5,4.3,26.5
1889-12-01,5.6,0.1,30.1
1890-01-01,8.7,3.3,51.0
1890-02-01,6.3,0.3,18.7
1890-03-01,10.1,2.6,21.9
1890-04-01,11.9,3.0,25.8
1890-05-01,17.0,6.6,45.2
1890-06-01,19.0,9.7,44.6
1890-07-01,19.3,11.2,77.2
1890-08-01,19.4,10.8,62.7
1890-09-01,20.2,9.9,26.3
1890-10-01,14.0,5.7,33.6
1890-11-01,9.2,3.0,47.1
1890-12-01,0.2,-4.0,13.3
1891-01-01,4.3,-1.9,39.4
1891-02-01,8.9,-0.2,2.5
1891-03-01,7.9,0.9,35.4
1891-04-01,11.2,2.2,24.0
1891-05-01,14.1,5.6,65.8
1891-06-01,19.9,10.4,36.3
1891-07-01,19.3,10.7,62.3
1891-08-01,18.0,10.9,119.7
1891-09-01,18.6,9.8,36.8
1891-10-01,13.2,6.6,150.1
1891-11-01,8.4,3.2,62.6
1891-12-01,7.3,1.6,86.1
1892-01-01,4.8,-0.3,12.0
1892-02-01,6.4,0.9,18.6
1892-03-01,6.9,-0.9,9.5
1892-04-01,14.3,1.7,19.5
1892-05-01,17.1,6.9,32.8
1892-06-01,19.2,8.7,52.7
1892-07-01,18.9,10.3,84.4
1892-08-01,20.4,11.5,78.7
1892-09-01,16.9,8.9,59.1
1892-10-01,11.1,4.0,85.6
1892-11-01,9.4,3.8,49.2
1892-12-01,4.7,-0.6,25.3
1893-01-01,4.4,-0.3,43.1
1893-02-01,8.0,2.5,69.4
1893-03-01,13.7,1.7,9.4
1893-04-01,18.0,3.9,1.5
1893-05-01,19.4,7.7,23.1
1893-06-01,21.8,10.2,19.6
1893-07-01,21.6,12.5,98.9
1893-08-01,23.2,13.0,27.7
1893-09-01,18.6,8.9,16.0
1893-10-01,14.3,6.6,73.5
1893-11-01,8.2,1.7,42.5
1893-12-01,7.8,1.3,47.7
1894-01-01,6.1,1.2,49.6
1894-02-01,8.6,2.2,41.3
1894-03-01,11.8,2.2,45.0
1894-04-01,15.0,5.1,46.9
1894-05-01,14.1,5.3,39.3
1894-06-01,18.2,9.9,74.0
1894-07-01,20.6,12.0,84.8
1894-08-01,18.6,11.0,69.7
1894-09-01,16.0,8.3,47.1
1894-10-01,12.5,6.9,89.4
1894-11-01,10.6,5.4,126.1
1894-12-01,7.5,2.8,52.6
1895-01-01,3.1,-1.8,66.3
1895-02-01,1.8,-5.3,4.4
1895-03-01,10.0,2.0,39.2
1895-04-01,13.1,5.0,46.4
1895-05-01,19.0,7.3,4.6
1895-06-01,21.4,9.8,28.6
1895-07-01,20.4,12.2,91.5
1895-08-01,20.5,12.1,62.5
1895-09-01,22.4,9.9,16.4
1895-10-01,11.6,3.9,76.6
1895-11-01,11.1,5.4,113.5
1895-12-01,6.8,1.9,56.5
1896-01-01,7.2,2.4,16.8
1896-02-01,8.0,1.4,10.1
1896-03-01,11.4,4.3,69.0
1896-04-01,14.0,5.4,17.5
1896-05-01,18.2,6.6,6.1
1896-06-01,21.9,12.0,65.0
1896-07-01,22.8,12.1,37.4
1896-08-01,19.6,10.6,79.8
1896-09-01,17.0,10.7,152.6
1896-10-01,11.5,4.5,81.1
1896-11-01,7.8,1.6,21.8
1896-12-01,6.7,1.7,77.3
1897-01-01,3.9,-0.2,44.7
1897-02-01,8.8,4.1,60.0
1897-03-01,10.6,4.1,73.6
1897-04-01,11.6,4.1,53.5
1897-05-01,15.7,5.7,17.9
1897-06-01,20.6,11.2,74.1
1897-07-01,22.4,12.3,67.1
1897-08-01,20.9,12.1,108.9
1897-09-01,16.7,8.9,59.7
1897-10-01,14.2,6.3,36.0
1897-11-01,10.2,4.3,29.8
1897-12-01,7.6,1.9,65.5
1898-01-01,8.6,4.2,12.8
1898-02-01,8.5,2.0,32.9
1898-03-01,8.5,0.6,17.6
1898-04-01,13.6,3.7,36.0
1898-05-01,14.8,6.8,61.7
1898-06-01,18.8,9.5,34.8
1898-07-01,21.3,11.1,15.2
1898-08-01,22.4,12.5,43.8
1898-09-01,22.2,10.0,10.5
1898-10-01,14.6,8.4,125.6
1898-11-01,10.4,4.7,50.9
1898-12-01,10.1,5.1,65.2
1899-01-01,8.5,2.9,75.3
1899-02-01,9.5,2.1,51.2
1899-03-01,10.6,0.4,7.4
1899-04-01,12.2,5.1,48.8
1899-05-01,15.4,6.2,38.0
1899-06-01,22.0,10.3,20.3
1899-07-01,23.8,13.3,42.9
1899-08-01,24.9,12.3,47.6
1899-09-01,18.6,10.3,58.2
1899-10-01,14.1,4.7,70.1
1899-11-01,11.3,5.4,66.6
1899-12-01,5.0,-0.2,33.2
1900-01-01,7.2,2.1,58.5
1900-02-01,6.0,0.7,107.0
1900-03-01,7.2,0.9,12.9
1900-04-01,13.8,3.8,22.8
1900-05-01,15.2,6.3,34.0
1900-06-01,19.5,10.6,69.4
1900-07-01,24.3,13.4,22.4
1900-08-01,20.4,11.5,79.8
1900-09-01,19.6,9.2,10.4
1900-10-01,14.2,6.7,59.1
1900-11-01,10.3,5.4,42.2
1900-12-01,10.2,5.0,81.9
1901-01-01,6.0,1.0,26.9
1901-02-01,4.9,0.1,32.8
1901-03-01,7.6,1.2,36.1
1901-04-01,14.0,4.3,53.2
1901-05-01,17.4,6.2,31.8
1901-06-01,19.8,9.4,38.6
1901-07-01,23.8,13.2,118.1
1901-08-01,21.4,11.5,54.3
1901-09-01,18.5,10.0,47.0
1901-10-01,14.1,6.2,30.5
1901-11-01,8.1,1.7,13.4
1901-12-01,6.4,0.9,83.5
1902-01-01,7.8,2.6,17.1
1902-02-01,4.7,-0.5,26.9
1902-03-01,11.0,3.8,30.8
1902-04-01,12.7,3.5,30.6
1902-05-01,13.8,5.4,38.6
1902-06-01,18.5,9.8,50.1
1902-07-01,20.5,11.0,15.7
1902-08-01,19.6,11.1,56.0
1902-09-01,18.0,8.5,27.9
1902-10-01,13.0,6.8,39.0
1902-11-01,9.6,4.5,56.8
1902-12-01,7.0,2.5,33.9
1903-01-01,6.9,2.4,65.4
1903-02-01,10.5,4.5,19.8
1903-03-01,11.1,4.3,77.1
1903-04-01,11.0,2.6,58.5
1903-05-01,16.2,7.2,111.0
1903-06-01,17.5,8.9,141.8
1903-07-01,20.7,11.9,88.2
1903-08-01,18.8,10.9,84.7
1903-09-01,17.8,9.7,39.3
1903-10-01,14.0,8.5,163.3
1903-11-01,9.6,3.9,38.2
1903-12-01,5.7,1.6,26.5
1904-01-01,6.8,1.4,79.1
1904-02-01,6.4,1.5,76.0
1904-03-01,8.3,1.6,26.4
1904-04-01,13.8,5.4,20.4
1904-05-01,15.6,7.4,81.7
1904-06-01,18.8,9.2,26.5
1904-07-01,23.2,13.0,85.1
1904-08-01,20.6,11.0,38.7
1904-09-01,17.3,7.9,31.6
1904-10-01,13.5,6.3,21.8
1904-11-01,8.5,2.0,39.5
1904-12-01,6.4,1.6,46.9
1905-01-01,6.3,0.4,19.9
1905-02-01,8.4,3.2,10.2
1905-03-01,11.1,3.9,75.7
1905-04-01,11.5,4.5,49.0
1905-05-01,16.7,6.1,19.5
1905-06-01,19.5,10.9,105.1
1905-07-01,23.3,13.4,4.0
1905-08-01,19.7,11.4,80.4
1905-09-01,16.8,9.4,32.5
1905-10-01,11.4,3.8,35.4
1905-11-01,8.3,2.2,75.5
1905-12-01,7.0,2.2,25.1
1906-01-01,8.4,3.1,89.3
1906-02-01,6.6,0.7,40.4
1906-03-01,9.3,2.1,32.2
1906-04-01,13.8,2.1,9.0
1906-05-01,15.5,7.2,45.0
1906-06-01,20.2,9.3,86.9
1906-07-01,22.2,11.6,26.7
1906-08-01,23.4,12.6,25.4
1906-09-01,20.4,9.4,25.0
1906-10-01,14.9,8.3,104.8
1906-11-01,10.5,4.7,82.4
1906-12-01,6.2,0.6,48.3
1907-01-01,6.3,1.1,15.5
1907-02-01,6.3,0.3,28.6
1907-03-01,12.1,1.8,21.3
1907-04-01,12.6,4.1,57.4
1907-05-01,15.9,7.3,59.6
1907-06-01,16.8,9.5,75.1
1907-07-01,19.2,10.4,86.0
1907-08-01,19.3,11.0,34.9
1907-09-01,19.7,9.0,18.1
1907-10-01,13.7,7.0,135.9
1907-11-01,10.2,4.2,57.5
1907-12-01,7.8,3.0,97.7
1908-01-01,5.5,-0.4,42.4
1908-02-01,8.6,2.7,22.2
1908-03-01,8.3,1.5,67.7
1908-04-01,10.4,2.4,109.4
1908-05-01,17.6,9.0,37.2
1908-06-01,20.5,9.8,43.1
1908-07-01,21.5,12.2,54.2
1908-08-01,20.0,10.7,77.0
1908-09-01,17.0,9.4,41.9
1908-10-01,16.1,8.1,29.7
1908-11-01,11.1,5.0,28.6
1908-12-01,6.5,1.6,49.9
1909-01-01,6.2,1.1,20.9
1909-02-01,6.5,-0.6,10.6
1909-03-01,7.1,1.2,63.7
1909-04-01,15.1,3.5,50.2
1909-05-01,17.3,5.4,48.1
1909-06-01,16.1,8.8,101.4
1909-07-01,19.6,11.7,61.5
1909-08-01,21.2,11.7,83.7
1909-09-01,16.1,9.1,79.1
1909-10-01,14.1,8.1,90.8
1909-11-01,8.3,2.3,16.1
1909-12-01,7.3,1.9,78.4
1910-01-01,6.7,1.6,40.4
1910-02-01,8.6,2.8,74.8
1910-03-01,10.6,1.9,15.4
1910-04-01,11.8,4.2,73.0
1910-05-01,16.5,7.3,52.6
1910-06-01,19.9,11.3,75.7
1910-07-01,18.3,11.1,51.1
1910-08-01,19.5,12.0,48.0
1910-09-01,17.1,9.1,11.2
1910-10-01,14.2,8.5,94.6
1910-11-01,6.9,0.4,78.6
1910-12-01,8.8,4.7,125.9
1911-01-01,6.3,1.3,20.4
1911-02-01,8.0,2.4,35.3
1911-03-01,8.5,2.7,41.7
1911-04-01,12.2,4.2,29.6
1911-05-01,18.6,8.4,56.0
1911-06-01,20.1,10.5,30.2
1911-07-01,26.1,13.1,10.8
1911-08-01,24.9,14.0,26.1
1911-09-01,21.4,9.4,36.5
1911-10-01,13.4,6.7,62.6
1911-11-01,9.3,3.6,61.9
1911-12-01,9.1,4.6,126.9
1912-01-01,6.8,1.7,111.5
1912-02-01,8.8,3.7,54.2
1912-03-01,10.8,5.0,83.3
1912-04-01,14.7,3.8,0.6
1912-05-01,17.5,8.8,55.2
1912-06-01,18.6,10.2,83.0
1912-07-01,21.1,12.5,78.7
1912-08-01,17.1,10.0,123.6
1912-09-01,15.2,7.7,29.8
1912-10-01,13.3,3.9,80.8
1912-11-01,9.2,4.1,47.2
1912-12-01,10.1,5.0,85.9
1913-01-01,7.6,3.0,77.0
1913-02-01,7.8,1.9,24.9
1913-03-01,10.4,3.3,68.1
1913-04-01,12.2,4.7,96.8
1913-05-01,17.0,7.8,68.4
1913-06-01,19.9,10.0,14.5
1913-07-01,19.6,11.4,20.1
1913-08-01,21.0,11.1,20.4
1913-09-01,18.6,10.8,47.6
1913-10-01,15.0,8.5,120.9
1913-11-01,11.9,5.7,63.6
1913-12-01,7.5,2.8,24.2
1914-01-01,6.0,1.2,13.9
